"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV05262","CBR1000RR-R Fireblade","2024-06-04","Mumbai","Enthusiast","Twitter","2","The CBR1000RR-R Fireblade is technically brilliant but impractical for Indian conditions. The heat from the engine in city traffic is unbearable. Low speed handling is challenging for newer riders. Not for everyone. insurance cheap tha. pickup zabardast. pickup zabardast. first service free mila."
"REV05263","Activa 125","2026-04-12","Delhi NCR","Family User","YouTube Comments","9","Activa 125 se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. pothole mein problem. bahut khush hoon. city mein bhi accha. build quality acchi hai. Delhi ki garmi mein bhi accha kiya."
"REV05264","Dio","2025-04-01","Chennai","Office Goer","BikeWale","22","Dio ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. value for money hai. service center nearby hai. daily commute ke liye perfect. bahut accha hai. Fuel cost mein saving hui company conveyance se."
"REV05265","CB350RS","2024-10-29","Kolkata","Beginner Rider","Team-BHP","1","Tremendous value in CB350RS. The twin cylinder engine is smooth as butter. Took it on a 500km trip, no fatigue at all. This is exactly what Indian riders need. 5/5 stars. starting kabhi problem nahi. maintenance low hai. Durga Puja mein naya liya tha. Pehli bike ke liye accha choice tha."
"REV05266","Activa 6G","2025-09-26","Delhi NCR","Office Goer","Service Center","26","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. first service free mila. no complaints. daily commute ke liye perfect. EMI affordable hai."
"REV05267","Unicorn","2024-02-20","Kolkata","Office Goer","YouTube Comments","5","Pathetic suspension on Unicorn. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. life set ho gayi. pickup zabardast. pothole mein problem. Durga Puja mein naya liya tha. Parking easy hai office mein."
"REV05268","CBR650R","2025-01-23","Delhi NCR","Beginner Rider","MouthShut","27","CBR650R - incredible motorcycle, challenging ownership. The engineering is flawless and performance is epic. But the practical aspects of owning a superbike in India - service, parts, fuel cost - are sobering. starting kabhi problem nahi. insurance cheap tha. service costly hai. New rider ke liye manageable hai."
"REV05269","Unicorn","2026-04-20","Hyderabad","Long Distance Rider","Twitter","25","Unicorn is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. bibi bhi khush hai."
"REV05270","Activa 6G","2024-07-19","Delhi NCR","Office Goer","Service Center","3","My Activa 6G has been my faithful companion for 3 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. build quality acchi hai. on road price zyada lag raha tha. build quality acchi hai. no complaints. Fuel cost mein saving hui company conveyance se."
"REV05271","Activa 125","2026-05-18","Chennai","Beginner Rider","Facebook","24","Bhai Activa 125 leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. value for money hai. life set ho gayi. daily commute ke liye perfect. bahut khush hoon. Chennai traffic is no joke, but this handles it."
"REV05272","Hornet 2.0","2025-09-06","Delhi NCR","Family User","Facebook","11","Hornet 2.0 is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 11 months, still feels like new. Honda delivers on promises. mileage mast hai. on road price zyada lag raha tha. Ghar ke sab kaam aasaan ho gaye."
"REV05273","Activa 125","2026-02-28","Lucknow","Daily Commuter","Facebook","23","Activa 125 se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. storage kam hai. bahut khush hoon. Hazratganj se Gomti nagar tak roze jaata hoon."
"REV05274","Shine 125","2024-04-12","Chennai","Daily Commuter","Facebook","20","Shine 125 - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. service costly hai. bibi bhi khush hai. Office aane jaane mein bahut convenient."
"REV05275","Dio","2025-05-23","Chennai","Beginner Rider","Twitter","4","Scooter bahut smooth hai. Dio ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. build quality acchi hai. Chennai traffic is no joke, but this handles it."
"REV05276","Dio","2025-12-08","Bangalore","Daily Commuter","Instagram","30","Maine Dio ko 30 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. insurance cheap tha. service costly hai. service center nearby hai."
"REV05277","Activa 125","2024-12-25","Hyderabad","Long Distance Rider","MouthShut","14","Activa 125 mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. bhai kya bike hai."
"REV05278","Dio","2024-06-06","Rural Uttar Pradesh","Long Distance Rider","Instagram","12","Scooter bahut smooth hai. Dio ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. on road price zyada lag raha tha. first service free mila. insurance cheap tha. mileage mast hai. Touring ke liye really good bike hai."
"REV05279","Dio","2024-04-17","Mumbai","Beginner Rider","Instagram","9","My Dio has been my faithful companion for 9 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. daily commute ke liye perfect. mileage mast hai. bibi bhi khush hai. heat bahut aati hai."
"REV05280","Activa 125","2024-03-12","Bangalore","Beginner Rider","MouthShut","12","Service center ka experience worst tha. Activa 125 leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. pothole mein problem. engine smooth hai. service costly hai. Bangalore traffic mein bahut useful hai. Pehli bike ke liye accha choice tha."
"REV05281","Activa 6G","2025-08-17","Delhi NCR","Daily Commuter","Facebook","13","Vibration feel hota hai Activa 6G mein high speed pe. 70+ pe haath kaanpne lagte hain. Service center ne kaha normal hai but mujhe nahi lagta. Expected better from Honda. service costly hai. life set ho gayi. no complaints. bahut khush hoon. Delhi ki garmi mein bhi accha kiya."
"REV05282","Activa 125","2024-03-07","Kolkata","Enthusiast","BikeWale","1","Maine Activa 125 liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. bhai kya bike hai. heat bahut aati hai. no complaints."
"REV05283","Unicorn","2025-09-30","Jaipur","Track Rider","Twitter","5","Toured Rajasthan on my Unicorn for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda Unicorn is a true long distance companion. daily commute ke liye perfect. insurance cheap tha. life set ho gayi. Jaipur-Ajmer highway pe fantastic."
"REV05284","Activa 125","2024-09-12","Jaipur","Enthusiast","YouTube Comments","2","Positive side pe Activa 125 bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. bhai kya bike hai. recommend karunga. Rajasthan ki garmi mein test ho gaya."
"REV05285","CBR1000RR-R Fireblade","2024-02-27","Jaipur","Beginner Rider","Service Center","19","Disappointed with CBR1000RR-R Fireblade after sales service in India. Bought this dream bike and now for any issue I have to wait weeks for parts. Honda needs to strengthen superbike support infrastructure. heat bahut aati hai. service center nearby hai. Rajasthan ki garmi mein test ho gaya. Pehli bike ke liye accha choice tha."
"REV05286","CBR650R","2025-02-07","Rural Uttar Pradesh","Daily Commuter","Service Center","29","CBR650R is worth every lakh spent. The inline 4 cylinder engine is music to the ears. Performance is breathtaking. Honda reliability combined with superbike performance - can't ask for more. bhai kya bike hai. bahut khush hoon. Daily 30km commute karta hoon bina kisi tension ke."
"REV05287","Unicorn","2025-02-21","Bangalore","Enthusiast","BikeWale","6","Bought Unicorn 6 months ago. Had some teething issues initially but things settled down. Mileage is good, handling is sharp, but the service center near my area has poor customer service. insurance cheap tha. Namma Bengaluru ki roads pe accha. Weekend rides ke liye waiting rehti hai."
"REV05288","Dio","2026-01-03","Kolkata","Office Goer","Facebook","16","Best decision tha Dio lena. Pickup accha hai, suspension pothole handle kar leta hai. Wife bhi khush hai. Family use ke liye perfect hai. first service free mila. vibration feel hota hai. recommend karunga."
"REV05289","Activa 125","2024-02-08","Mumbai","Family User","YouTube Comments","20","Maine Activa 125 ko 20 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. Mumbai traffic mein bhi manageable hai. Ghar ke sab kaam aasaan ho gaye."
"REV05290","Dio","2026-04-15","Lucknow","Long Distance Rider","Instagram","18","Dio overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota."
"REV05291","Hornet 2.0","2024-01-19","Mumbai","Track Rider","Twitter","17","Hornet 2.0 is a competent motorcycle. Nothing exceptional but nothing terrible either. Does its job as a daily commuter reliably. Could do with better features and service experience though. Mumbai traffic mein bhi manageable hai."
"REV05292","CB350RS","2026-03-14","Mumbai","Daily Commuter","Team-BHP","16","CB350RS is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. EMI affordable hai. vibration feel hota hai. mileage mast hai. heat bahut aati hai."
"REV05293","Activa 6G","2025-04-25","Rural Uttar Pradesh","Enthusiast","Twitter","7","Activa 6G se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. value for money hai. heat bahut aati hai. pickup zabardast. Rural areas mein petrol pump door hote hain so mileage matters."
"REV05294","Activa 6G","2026-04-28","Pune","Track Rider","Facebook","6","Activa 6G ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. city mein bhi accha. no complaints. EMI affordable hai. Pune ke ghats pe mast feel hota hai."
"REV05295","Activa 125","2025-03-12","Jaipur","Beginner Rider","BikeWale","16","Activa 125 liye 16 mahine ho gaye. Pros: fuel efficient, reliable, low maintainance generally. Cons: service centre rude staff, storage cramped, vibration at highway speeds. Net net okay hai. thoda improve karo Honda. bahut accha hai. bhai kya bike hai."
"REV05296","Hornet 2.0","2025-09-13","Kolkata","Female Rider","BikeWale","15","Hornet 2.0 ka mileage claim 60kmpl but actual city mileage comes to 42-45 only. Highway is better but city is disappointing. Misleading claims se consumer trust khatam hota hai. daily commute ke liye perfect. EMI affordable hai. starting kabhi problem nahi. value for money hai. Durga Puja mein naya liya tha. Ladies ke liye handling bahut easy hai."
"REV05297","Dio","2025-12-24","Chennai","Female Rider","MouthShut","5","Dio ki build quality thodi disappointing hai. 5 months mein plastic parts pe scratches aa gaye. Paint quality bhi average. Itne paise mein better expect karta tha. first service free mila. engine smooth hai. Chennai traffic is no joke, but this handles it. Mujhe akele bhi confident feel hota hai is pe."
"REV05298","Dio","2024-02-18","Bangalore","Female Rider","Instagram","22","Dio ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. vibration feel hota hai. thoda improve karo Honda. no complaints. starting kabhi problem nahi."
"REV05299","Dio","2025-03-20","Pune","Long Distance Rider","Twitter","5","Dio is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. build quality acchi hai. bahut accha hai. IT hub commute ke liye perfect."
"REV05300","Shine 125","2025-07-16","Lucknow","Daily Commuter","Twitter","13","Bought Shine 125 13 months ago. Had some teething issues initially but things settled down. Mileage is good, handling is sharp, but the service center near my area has poor customer service. thoda improve karo Honda. recommend karunga. recommend karunga. bahut khush hoon."
"REV05301","CBR1000RR-R Fireblade","2025-08-14","Bangalore","Long Distance Rider","Team-BHP","5","CBR1000RR-R Fireblade is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomforatble due to heat. recommend karunga. bhai kya bike hai. EMI affordable hai. bhai kya bike hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV05302","Activa 125","2025-12-26","Rural Uttar Pradesh","Daily Commuter","Facebook","22","Maine Activa 125 liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. insurance cheap tha. pickup zabardast. mileage mast hai. Gaon ki kacchi sadak pe bhi chala liya."
"REV05303","Dio","2024-04-22","Delhi NCR","Beginner Rider","Service Center","29","Dio mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. New rider ke liye manageable hai."
"REV05304","CB350RS","2025-04-01","Bangalore","Track Rider","Service Center","25","CB350RS mein features bahut basic hain. No Bluetooth, no USB charging, no LED properly. Competitors itna dete hain is price mein. Honda still living in old era. Wake up Honda! vibration feel hota hai. Circuit pe bahut engaging hai."
"REV05305","Dio","2025-07-12","Chennai","Enthusiast","Team-BHP","17","Pathetic experience with Dio. Bought 17 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. recommend karunga. city mein bhi accha. Group rides mein sab impress ho jaate hain."
"REV05306","Activa 6G","2025-01-09","Lucknow","Daily Commuter","YouTube Comments","4","Activa 6G ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. thoda improve karo Honda. thoda improve karo Honda. resale value acchi hai. first service free mila."
"REV05307","CB350RS","2024-03-24","Rural Uttar Pradesh","Beginner Rider","Twitter","3","CB350RS leke life set ho gayi bhai. Mileage 55+ aa raha hai highway pe. Engine smooth, no vibrations till 80kmph. Best bike in this segment without any doubt. Buy kar lo bina soche. starting kabhi problem nahi."
"REV05308","CBR1000RR-R Fireblade","2024-11-27","Hyderabad","Office Goer","MouthShut","2","CBR1000RR-R Fireblade is incredible to ride but the maintainance cost is killing me. Service every 6000km and it costs a fortune. Parts availability is poor outside major cities. Think twice before buying. highway pe mast. Fuel cost mein saving hui company conveyance se."
"REV05309","Activa 6G","2024-02-23","Delhi NCR","Family User","Team-BHP","5","Activa 6G ka storage bahut kam hai yaar. Helmet bhi nahi aata properly. Itne paise mein better storage expect karta tha. Service bhi costly lagti hai. Disappointed. Delhi traffic mein handle easy hai."
"REV05310","Activa 125","2026-01-11","Kolkata","Beginner Rider","Facebook","6","After using Activa 125 for 6 months, I can say it's good but not great. The engine is refined and fuel efficiency is commendable. However, the seat comfort and storage space are areas needing improvement. EMI affordable hai. first service free mila. mileage mast hai. bhai kya bike hai. Kolkata ki purani sadkon pe suspension test ho jaata hai. Pehli bike ke liye accha choice tha."
"REV05311","Activa 6G","2024-08-31","Pune","Office Goer","Team-BHP","19","Service center ka experience worst tha. Activa 6G leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. mileage mast hai. city mein bhi accha. build quality acchi hai. no complaints. Pune ke ghats pe mast feel hota hai."
"REV05312","Activa 6G","2024-01-18","Mumbai","Female Rider","Team-BHP","30","Activa 6G ki build quality thodi disappointing hai. 30 months mein plastic parts pe scratches aa gaye. Paint quality bhi average. Itne paise mein better expect karta tha. bahut accha hai. resale value acchi hai. heat bahut aati hai."
"REV05313","Hornet 2.0","2026-01-22","Pune","Office Goer","Team-BHP","27","Mixed feelings about Hornet 2.0. The good stuff is genuinely good - engine refinement, fuel economy, reliability. The bad stuff - seat comfort, heat management, lack of modern features - are real issues. bhai kya bike hai. Pune ke ghats pe mast feel hota hai."
"REV05314","Hornet 2.0","2025-12-26","Lucknow","Office Goer","BikeWale","5","Hornet 2.0 is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 5 months, still feels like new. Honda delivers on promises. first service free mila. resale value acchi hai. Fuel cost mein saving hui company conveyance se."
"REV05315","Activa 6G","2024-06-18","Jaipur","Office Goer","Service Center","5","Activa 6G ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. Fuel cost mein saving hui company conveyance se."
"REV05316","Dio","2025-10-14","Jaipur","Family User","Twitter","24","Dio is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. mileage mast hai. maintainance low hai. maintenance low hai. service costly hai."
"REV05317","Activa 125","2025-06-15","Pune","Track Rider","Facebook","26","Activa 125 ka storage bahut kam hai yaar. Helmet bhi nahi aata properly. Itne paise mein better storage expect karta tha. Service bhi costly lagti hai. Disappointed. bahut accha hai. daily commute ke liye perfect. Pune rains mein bhi reliable."
"REV05318","Activa 6G","2024-12-22","Kolkata","Office Goer","Service Center","26","Maine Activa 6G liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. ekdum mast. maintenance low hai. daily commute ke liye perfect. build quality acchi hai. Kolkata ki purani sadkon pe suspension test ho jaata hai. Fuel cost mein saving hui company conveyance se."
"REV05319","Activa 125","2026-04-27","Chennai","Track Rider","Service Center","22","Activa 125 is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. bahut accha hai. storage kam hai. resale value acchi hai. Marina beach rides are amazing on this."
"REV05320","Activa 125","2026-03-10","Mumbai","Beginner Rider","YouTube Comments","11","Service center ka experience worst tha. Activa 125 leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. storage kam hai. life set ho gayi. service costly hai."
"REV05321","CBR650R","2025-01-26","Bangalore","Long Distance Rider","BikeWale","29","CBR650R is incredible to ride but the maintenance cost is killing me. Service every 6000km and it costs a fortune. Parts availability is poor outside major cities. Think twice before buying. insurance cheap tha. daily commute ke liye perfect. engine smooth hai. resale value acchi hai."
"REV05322","Unicorn","2024-02-07","Kolkata","Daily Commuter","Team-BHP","21","Service costly hai bhai Unicorn ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously. starting kabhi problem nahi. bhai kya bike hai. bhai kya bike hai. City traffic mein nippy hai."
"REV05323","Activa 6G","2024-08-24","Mumbai","Long Distance Rider","Service Center","19","After using Activa 6G for 19 months, I can say it's good but not great. The engine is refined and fuel efficiency is commendable. However, the seat comfort and storage space are areas needing improvement. build quality acchi hai. insurance cheap tha. resale value acchi hai. Mumbai traffic mein bhi manageable hai."
"REV05324","CB350 Hness","2026-03-22","Mumbai","Track Rider","Instagram","2","Toured Rajasthan on my CB350 Hness for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda CB350 Hness is a true long distance companion. value for money hai. ekdum mast. maintenance low hai. vibration feel hota hai."
"REV05325","SP 125","2024-08-25","Delhi NCR","Enthusiast","Team-BHP","26","The SP 125 is simply outstanding. 26 months of ownership and not a single complaint. The engine is butter smooth, brakes are excellent, and the overall build quality screams Honda reliability. bibi bhi khush hai. resale value acchi hai. bhai kya bike hai. storage kam hai. NCR roads pe smooth ride. Weekend rides ke liye waiting rehti hai."
"REV05326","Hornet 2.0","2024-08-30","Bangalore","Long Distance Rider","Twitter","4","Hornet 2.0 bought it 4 months back. Engine refinement is top class in this price range. Riding position is comfortable for long distance. Highly recomend to enthusiasts and commuters alike. insurance cheap tha. Namma Bengaluru ki roads pe accha."
"REV05327","CBR650R","2024-09-03","Pune","Track Rider","Team-BHP","2","The CBR650R performance is beyond reproach. But for Indian roads and conditions, it's overkill. Amazing on highways and tracks, but city use is an ordeal. For dedicated enthusiasts only. bahut accha hai. thoda improve karo Honda."
"REV05328","Activa 6G","2025-02-24","Rural Uttar Pradesh","Track Rider","Twitter","4","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. Gaon ki kacchi sadak pe bhi chala liya."
"REV05329","Hornet 2.0","2025-09-14","Lucknow","Office Goer","MouthShut","17","Hornet 2.0 ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai."
"REV05330","Dio","2024-06-26","Hyderabad","Daily Commuter","Facebook","1","Dio is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. service costly hai. maintenance low hai. maintenance low hai. pickup zabardast."
"REV05331","Activa 6G","2024-11-19","Bangalore","Long Distance Rider","YouTube Comments","24","Mixed review for Activa 6G. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. thoda improve karo Honda. bhai kya bike hai. ekdum mast. engine smooth hai. Tech park commute ke liye perfect. 500km+ trips karke dekha hai, sach mein capable hai."
"REV05332","Dio","2024-09-09","Kolkata","Long Distance Rider","Instagram","1","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. pickup zabardast. resale value acchi hai. heat bahut aati hai. maintenance low hai."
"REV05333","SP 125","2025-02-09","Delhi NCR","Long Distance Rider","BikeWale","26","Toured Rajasthan on my SP 125 for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda SP 125 is a true long distance companion. build quality acchi hai. bahut accha hai. life set ho gayi. storage kam hai. Delhi ki garmi mein bhi accha kiya. Touring ke liye really good bike hai."
"REV05334","Activa 6G","2025-02-06","Pune","Track Rider","Facebook","13","My Activa 6G has been my faithful companion for 13 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. Pune ke ghats pe mast feel hota hai."
"REV05335","Shine 125","2025-04-27","Rural Uttar Pradesh","Female Rider","BikeWale","21","The Shine 125 is simply outstanding. 21 months of ownership and not a single complaint. The engine is butter smooth, brakes are excellent, and the overall build quality screams Honda reliability. Rural areas mein petrol pump door hote hain so mileage matters. Ladies ke liye handling bahut easy hai."
"REV05336","Hornet 2.0","2025-09-24","Kolkata","Enthusiast","Instagram","25","Bought Hornet 2.0 25 months ago. Had some teething issues initially but things settled down. Mileage is good, handling is sharp, but the service center near my area has poor customer service. highway pe mast. ekdum mast. bhai kya bike hai. resale value acchi hai."
"REV05337","Dio","2024-09-26","Bangalore","Family User","Team-BHP","22","Dio liye 22 mahine ho gaye. Pros: fuel efficient, reliable, low maintainance generally. Cons: service centre rude staff, storage cramped, vibration at highway speeds. Net net okay hai. engine smooth hai. build quality acchi hai. Tech park commute ke liye perfect. Ghar ke sab kaam aasaan ho gaye."
"REV05338","CBR650R","2026-05-15","Mumbai","Family User","MouthShut","11","Disappointed with CBR650R after sales service in India. Bought this dream bike and now for any issue I have to wait weeks for parts. Honda needs to strengthen superbike support infrastructure. EMI affordable hai. no complaints. resale value acchi hai. Mumbai traffic mein bhi manageable hai."
"REV05339","Dio","2024-09-02","Delhi NCR","Family User","Twitter","26","Pathetic experience with Dio. Bought 26 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. no complaints."
"REV05340","CBR1000RR-R Fireblade","2026-02-07","Kolkata","Beginner Rider","Instagram","4","Bought CBR1000RR-R Fireblade after years of saving and planning. No disappointment whatsoever. The bike feels planted at triple digit speeds. Braking is stupendous. Every detail is crafted to perfection. pothole mein problem. first service free mila. Durga Puja mein naya liya tha."
"REV05341","Unicorn","2026-04-01","Jaipur","Long Distance Rider","BikeWale","1","After 1 months with Unicorn, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomforatble. storage kam hai. service center nearby hai. life set ho gayi. engine smooth hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV05342","Activa 6G","2026-02-14","Delhi NCR","Family User","Team-BHP","23","Maine Activa 6G liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. NCR roads pe smooth ride."
"REV05343","CBR650R","2025-04-14","Hyderabad","Family User","BikeWale","4","CBR650R is an absolute beast. The performance is mind blowing. Track days pe yeh bike apni alag hi duniya mein hoti hai. Build quality is world class. Worth every penny for serious enthusiasts. mileage mast hai. bahut accha hai. engine smooth hai. Ghar ke sab kaam aasaan ho gaye."
"REV05344","Dio","2025-02-02","Mumbai","Office Goer","Service Center","11","Scooter bahut smooth hai. Dio ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. value for money hai. first service free mila. storage kam hai. engine smooth hai. Rains mein bhi reliable raha."
"REV05345","CBR1000RR-R Fireblade","2024-02-13","Jaipur","Daily Commuter","Team-BHP","16","CBR1000RR-R Fireblade is incredible to ride but the maintenence cost is killing me. Service every 6000km and it costs a fortune. Parts availability is poor outside major cities. Think twice before buying. daily commute ke liye perfect. no complaints. Rajasthan ki garmi mein test ho gaya."
"REV05346","Activa 125","2026-03-01","Pune","Track Rider","YouTube Comments","4","Activa 125 is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. storage kam hai. vibration feel hota hai."
"REV05347","Dio","2025-06-04","Bangalore","Track Rider","Twitter","27","Dio mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. starting kabhi problem nahi. value for money hai. starting kabhi problem nahi. bhai kya bike hai. Tech park commute ke liye perfect. Circuit pe bahut engaging hai."
"REV05348","Hornet 2.0","2025-06-08","Jaipur","Family User","Team-BHP","15","Hornet 2.0 mein kuch accha kuch bura. Accha: mileage, engine quality, reliability. Bura: service wait time, vibrations at speed, limited color options. Net: decent but not exceptional. EMI affordable hai. daily commute ke liye perfect."
"REV05349","Unicorn","2024-02-08","Lucknow","Enthusiast","Service Center","12","Worst service experience with Unicorn. Took it for first service, they damaged a panel while servicing. Then refused responsibility. Honda authorized center ka yeh haal hai toh God save us. first service free mila. first service free mila. resale value acchi hai. Nawabi city mein style bhi chahiye - yeh deta hai."
"REV05350","CBR1000RR-R Fireblade","2025-11-29","Chennai","Daily Commuter","YouTube Comments","16","CBR1000RR-R Fireblade is incredible to ride but the maintenance cost is killing me. Service every 6000km and it costs a fortune. Parts availability is poor outside major cities. Think twice before buying. on road price zyada lag raha tha. starting kabhi problem nahi. bahut khush hoon. pickup zabardast. Chennai traffic is no joke, but this handles it."
"REV05351","Activa 125","2024-09-22","Kolkata","Long Distance Rider","Facebook","1","Bahut khush hoon Activa 125 se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. maintenance low hai. build quality acchi hai. service center nearby hai."
"REV05352","CBR650R","2024-07-23","Chennai","Office Goer","YouTube Comments","24","CBR650R ownership has a dark side - the insurance cost, the service cost, the parts cost. Performance is unquestionable but the ownership experience in India is frustrating due to limited service centers. life set ho gayi."
"REV05353","Activa 125","2025-05-01","Mumbai","Beginner Rider","Facebook","16","Positive side pe Activa 125 bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. service costly hai. Mumbai traffic mein bhi manageable hai."
